nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
João Pedro Monteiro,496.810.537-10,Moura,AL,9996904832,2025-03-26,767.32,487094.52,Gael Pires,Cancelada,Morte Acidental,24169.0122,Auxílio Funeral,358.05944,Doenças Graves,4475.743,89514.86
Alice Sampaio,729.651.840-58,Rezende,PE,8012388310,2023-04-15,942.63,229383.08,Maria Luiza Marques,Cancelada,Morte Acidental,167782.0581,Invalidez Permanente,62141.503,Doenças Graves,31070.7515,621415.03
Catarina Azevedo,290.514.786-58,da Mota,CE,8913466477,2023-07-15,638.53,151543.12,Arthur Miguel Farias,Ativa,Auxílio Funeral,413.99764,Diária por Incapacidade,20.699882,Invalidez Permanente,10349.941,103499.41
Enzo Sales,462.817.035-53,Vargas,MT,1247508651,2024-03-07,917.96,481522.52,Mariah Siqueira,Ativa,Auxílio Funeral,592.0372,Doenças Graves,7400.465,Morte Natural,32562.046,148009.3
Melina Freitas,203.574.816-07,Rodrigues,RJ,6660434475,2025-05-23,372.1,435417.59,Srta. Isabella Costa,Cancelada,Auxílio Funeral,543.49576,Invalidez Permanente,13587.394,Morte Natural,29892.2668,135873.94
Brenda Casa Grande,348.176.902-40,Monteiro,PA,9399715924,2025-10-25,567.24,61761.49,Srta. Caroline Cardoso,Ativa,Diária por Incapacidade,26.99821,Invalidez Permanente,13499.105,Morte Acidental,36447.5835,134991.05
Rhavi Nunes,349.267.108-03,Siqueira Grande,RJ,7940808955,2023-04-02,398.11,152162.82,Dra. Ana Beatriz Sousa,Ativa,Auxílio Funeral,2799.65832,Invalidez Permanente,69991.458,Morte Acidental,188976.9366,699914.58
Maria Flor Alves,927.843.605-47,Costa,MT,3084860115,2024-11-13,477.79,490095.75,Caroline Borges,Ativa,Doenças Graves,36474.534,Morte Natural,160487.9496,Diária por Incapacidade,145.898136,729490.68
Maria Luísa da Mata,056.934.271-61,Aragão,AC,7949932927,2022-12-02,420.17,475608.3,Bruno da Mota,Ativa,Invalidez Permanente,6843.385,Auxílio Funeral,273.7354,Morte Natural,15055.447,68433.85
Bento Aragão,327.491.850-41,Costa,PR,382165319,2025-08-09,352.95,216545.88,Sra. Clara Peixoto,Suspensa,Morte Acidental,225043.812,Invalidez Permanente,83349.56,Morte Natural,183369.032,833495.6
Emanuella Porto,657.384.102-62,Fogaça Alegre,AP,386507681,2024-10-07,935.23,302215.15,Sra. Amanda Santos,Ativa,Diária por Incapacidade,28.337976,Invalidez Permanente,14168.988,Morte Natural,31171.7736,141689.88
Rafaela Pimenta,160.954.273-80,Cavalcante de Moreira,AP,2763300406,2025-07-01,528.39,401463.9,Noah Barros,Cancelada,Invalidez Permanente,9539.513,Morte Acidental,25756.6851,Auxílio Funeral,381.58052,95395.13
Thomas Albuquerque,075.912.486-85,Nogueira do Campo,PI,9476472970,2023-05-29,116.39,466323.3,Isabella Viana,Ativa,Morte Acidental,232665.0912,Auxílio Funeral,3446.89024,Diária por Incapacidade,172.344512,861722.56
Dra. Lorena da Rocha,071.439.568-48,Dias,ES,2139500883,2023-06-20,458.72,79657.93,Ana Sophia Ribeiro,Ativa,Morte Natural,14898.4594,Auxílio Funeral,270.88108,Diária por Incapacidade,13.544054,67720.27
Maria Vitória Melo,403.597.861-20,Rodrigues,SE,5470634500,2024-03-07,916.78,21205.75,João Lucas Ribeiro,Ativa,Invalidez Permanente,9691.774,Morte Acidental,26167.7898,Auxílio Funeral,387.67096,96917.74
Alexia Leão,293.047.651-61,Araújo,MA,3744448290,2024-07-06,820.8,116844.07,José Pedro Oliveira,Ativa,Invalidez Permanente,9050.916,Morte Natural,19912.0152,Morte Acidental,24437.4732,90509.16
Sr. Isaac Porto,480.571.236-80,Souza,SC,1841883081,2024-11-28,243.37,275969.14,Sarah Pinto,Ativa,Morte Natural,20656.7196,Morte Acidental,25351.4286,Doenças Graves,4694.709,93894.18
Anthony Albuquerque,756.318.249-73,Oliveira,PR,7641897183,2023-05-16,748.78,375772.46,Sr. Théo da Mata,Ativa,Invalidez Permanente,7243.594,Doenças Graves,3621.797,Diária por Incapacidade,14.487188,72435.94
Gael Pinto,582.064.937-00,Freitas,SC,9945998907,2023-04-08,785.24,121865.62,Beatriz Freitas,Suspensa,Doenças Graves,3303.8245,Morte Natural,14536.8278,Diária por Incapacidade,13.215298,66076.49
Dr. Lucas Cavalcanti,591.367.208-95,Cavalcante,RN,7969777016,2024-04-18,100.72,138411.14,Sr. João Pedro Camargo,Ativa,Diária por Incapacidade,22.889688,Morte Natural,25178.6568,Doenças Graves,5722.422,114448.44
Carolina Dias,378.904.126-22,da Rosa de Minas,DF,5701277918,2023-12-14,554.41,304835.57,Sra. Letícia Alves,Ativa,Morte Acidental,14598.4734,Morte Natural,11895.0524,Doenças Graves,2703.421,54068.42
Dra. Clarice da Rocha,974.653.182-46,Caldeira de Pereira,GO,4576078613,2023-09-30,364.01,318939.55,Mariane Silveira,Cancelada,Doenças Graves,45513.1905,Morte Natural,200258.0382,Auxílio Funeral,3641.05524,910263.81
Danilo Cardoso,057.924.163-70,Gonçalves,AM,601797503,2023-07-07,694.54,442040.8,André Melo,Suspensa,Doenças Graves,7324.332,Diária por Incapacidade,29.297328,Auxílio Funeral,585.94656,146486.64
Bianca da Cruz,257.938.461-82,Pacheco,SC,4096980972,2024-11-14,778.43,127939.82,Luiz Otávio Castro,Ativa,Diária por Incapacidade,112.835494,Invalidez Permanente,56417.747,Auxílio Funeral,2256.70988,564177.47
Sara da Luz,651.098.372-95,Cassiano,PR,1026209929,2023-11-24,989.88,304836.47,Sara Nascimento,Suspensa,Morte Natural,202184.0502,Diária por Incapacidade,183.803682,Auxílio Funeral,3676.07364,919018.41
Liz da Rocha,723.409.615-99,da Conceição,AP,7195516224,2023-05-30,466.76,42263.35,Ana Beatriz da Mata,Ativa,Invalidez Permanente,12511.544,Doenças Graves,6255.772,Morte Acidental,33781.1688,125115.44
Arthur Peixoto,596.473.201-16,Leão,RS,8996009344,2025-04-22,426.78,443877.19,Luiz Fernando Monteiro,Ativa,Diária por Incapacidade,18.938294,Doenças Graves,4734.5735,Morte Natural,20832.1234,94691.47
Ana Julia Marques,417.520.936-07,Oliveira,RO,9618767013,2024-11-30,809.47,216650.15,Pedro das Neves,Cancelada,Auxílio Funeral,3474.66148,Morte Natural,191106.3814,Invalidez Permanente,86866.537,868665.37
Melissa Santos,102.635.894-98,Vasconcelos dos Dourados,GO,5961654142,2023-09-22,191.38,175827.12,Lucas Gabriel Monteiro,Suspensa,Auxílio Funeral,536.61552,Morte Acidental,36221.5476,Doenças Graves,6707.694,134153.88
Thales Mendonça,239.847.105-50,Albuquerque,AM,7641922014,2023-12-11,299.59,48306.95,Lavínia Castro,Suspensa,Morte Acidental,51399.0819,Doenças Graves,9518.3485,Auxílio Funeral,761.46788,190366.97
Maria Liz Nogueira,890.745.612-76,Rodrigues do Amparo,MS,7809050786,2023-11-20,711.87,242486.16,Mariah Ferreira,Ativa,Auxílio Funeral,437.75784,Morte Acidental,29548.6542,Invalidez Permanente,10943.946,109439.46
Liz Almeida,564.291.387-55,Rocha do Norte,ES,924643085,2025-10-18,439.69,318547.32,Dr. Mathias Lima,Ativa,Morte Natural,29504.7764,Auxílio Funeral,536.45048,Doenças Graves,6705.631,134112.62
Sr. Gael Nogueira,269.137.054-25,Costela da Mata,AM,8793728022,2023-02-27,898.76,130343.13,Sr. José Pedro Macedo,Ativa,Diária por Incapacidade,22.501908,Morte Natural,24752.0988,Invalidez Permanente,11250.954,112509.54
Dr. Joaquim Fonseca,941.760.258-67,da Rocha da Praia,RJ,5568707602,2023-12-09,686.28,52396.93,Dra. Cecília Porto,Ativa,Auxílio Funeral,2945.31992,Morte Natural,161992.5956,Diária por Incapacidade,147.265996,736329.98
Bernardo Rezende,562.481.937-46,Silveira,AL,9454488848,2024-02-02,104.77,344683.97,Ana Lívia Farias,Ativa,Invalidez Permanente,54903.595,Morte Natural,120787.909,Auxílio Funeral,2196.1438,549035.95
Cauã Carvalho,864.127.359-09,Pinto Verde,TO,4496248191,2023-11-16,769.91,243704.2,Esther Gomes,Ativa,Morte Natural,34539.3048,Diária por Incapacidade,31.399368,Doenças Graves,7849.842,156996.84
Alice Fernandes,536.014.927-25,Siqueira,PI,9464977733,2024-06-12,938.07,34603.76,Sra. Clarice Montenegro,Ativa,Doenças Graves,30415.469,Morte Acidental,164243.5326,Auxílio Funeral,2433.23752,608309.38
Emanuel Moura,907.346.152-99,Silva de Moura,AC,4681255021,2023-06-30,804.64,111847.07,Gael Henrique Pires,Ativa,Doenças Graves,6946.1355,Morte Natural,30562.9962,Diária por Incapacidade,27.784542,138922.71
Sr. Henry Pacheco,369.104.785-84,Melo Paulista,PE,2031532567,2025-08-06,549.75,285551.95,Leonardo Marques,Cancelada,Auxílio Funeral,403.11556,Morte Natural,22171.3558,Invalidez Permanente,10077.889,100778.89
Ana Clara Vargas,167.028.549-94,Gonçalves,TO,9825757071,2023-11-06,160.35,60943.81,João Guerra,Ativa,Auxílio Funeral,758.26544,Doenças Graves,9478.318,Diária por Incapacidade,37.913272,189566.36
João Vitor da Rocha,356.102.847-08,Marques de Farias,PA,5324842762,2024-06-22,530.67,265890.2,Maria Flor Campos,Suspensa,Invalidez Permanente,11623.615,Morte Natural,25571.953,Morte Acidental,31383.7605,116236.15
Joana Moura,568.304.729-38,das Neves,ES,7261510405,2024-12-01,918.94,412935.63,Isabella Alves,Ativa,Morte Acidental,34840.9728,Doenças Graves,6452.032,Invalidez Permanente,12904.064,129040.64
Isabela Abreu,275.813.649-09,Fogaça,GO,5755828823,2023-10-06,596.37,45961.9,Isabella Mendonça,Ativa,Doenças Graves,3378.834,Morte Acidental,18245.7036,Auxílio Funeral,270.30672,67576.68
Ravy Sousa,810.593.246-60,Aparecida,PE,4902206056,2023-10-01,623.72,290430.97,Nina Cirino,Ativa,Morte Acidental,200886.0885,Auxílio Funeral,2976.0902,Morte Natural,163684.961,744022.55
Sr. Isaac Pinto,780.561.293-59,Siqueira do Galho,RR,8800928342,2024-10-21,801.77,117086.73,Giovanna Vargas,Ativa,Doenças Graves,6091.609,Diária por Incapacidade,24.366436,Morte Natural,26803.0796,121832.18
Isabelly Ferreira,425.076.813-90,Duarte do Norte,AM,2518364588,2025-02-19,861.05,243684.93,Ana Clara Ribeiro,Suspensa,Morte Natural,32999.1618,Doenças Graves,7499.8095,Auxílio Funeral,599.98476,149996.19
Sr. Igor Gomes,926.051.784-20,Carvalho,SC,8470317216,2025-04-21,742.28,356172.45,Lucas Novais,Ativa,Auxílio Funeral,635.26088,Doenças Graves,7940.761,Invalidez Permanente,15881.522,158815.22
Antônio Marques,219.750.864-49,Aparecida Alegre,PR,9826663717,2025-07-13,504.61,269718.86,Mariah Rios,Ativa,Doenças Graves,45300.2595,Diária por Incapacidade,181.201038,Invalidez Permanente,90600.519,906005.19
Ravi Lucca Pinto,068.753.192-68,Alves das Pedras,ES,4772821639,2023-09-26,385.02,286880.88,Lucas Alves,Ativa,Morte Acidental,18101.7531,Invalidez Permanente,6704.353,Morte Natural,14749.5766,67043.53
Henrique Martins,745.213.680-26,Peixoto da Serra,RN,7629353955,2023-07-05,965.07,309927.35,Brayan Peixoto,Ativa,Auxílio Funeral,303.62952,Diária por Incapacidade,15.181476,Doenças Graves,3795.369,75907.38
João Nascimento,395.267.140-16,Oliveira de Minas,MG,9776107172,2023-04-24,513.0,10449.57,Joaquim Rodrigues,Ativa,Auxílio Funeral,726.21756,Invalidez Permanente,18155.439,Morte Acidental,49019.6853,181554.39
João Peixoto,173.459.260-52,Pires de Pereira,RO,4146221267,2023-12-28,586.85,383175.03,Ana Luiza da Rosa,Ativa,Doenças Graves,2625.924,Morte Natural,11554.0656,Invalidez Permanente,5251.848,52518.48
Luiz Felipe Ribeiro,250.874.319-41,Ribeiro dos Dourados,RR,9757401631,2023-02-11,427.92,224156.65,Lara da Rosa,Ativa,Diária por Incapacidade,27.554374,Morte Natural,30309.8114,Doenças Graves,6888.5935,137771.87
Alícia Novais,378.462.019-13,Marques Alegre,RR,9575538398,2025-05-18,631.64,47735.22,Yuri Camargo,Cancelada,Morte Natural,24675.5366,Auxílio Funeral,448.64612,Invalidez Permanente,11216.153,112161.53
Eloá Melo,576.042.831-44,Santos Alegre,MG,3666906807,2025-08-14,946.91,377863.74,Hadassa Pires,Ativa,Morte Acidental,29055.4992,Doenças Graves,5380.648,Diária por Incapacidade,21.522592,107612.96
Bárbara Sá,723.145.089-04,Porto,SC,9076936297,2022-12-24,737.23,406064.13,Luiz Felipe Rodrigues,Ativa,Doenças Graves,4037.9965,Invalidez Permanente,8075.993,Auxílio Funeral,323.03972,80759.93
Ana Julia Moreira,264.875.391-55,Nogueira Alegre,RO,6330913967,2023-02-08,111.0,98505.13,Joana Andrade,Cancelada,Morte Acidental,176441.9598,Auxílio Funeral,2613.95496,Morte Natural,143767.5228,653488.74
Dr. Luigi Castro,456.082.917-94,Rezende do Sul,PR,230809529,2023-11-18,524.51,486861.77,Isabel Câmara,Ativa,Doenças Graves,48321.9265,Invalidez Permanente,96643.853,Auxílio Funeral,3865.75412,966438.53
Ana Clara da Paz,302.649.785-10,Sousa,MG,97801908,2023-02-26,270.75,336174.05,Kaique da Conceição,Ativa,Invalidez Permanente,5818.108,Morte Natural,12799.8376,Morte Acidental,15708.8916,58181.08
Benicio Pinto,624.809.735-65,da Cruz,RN,9216505155,2025-01-11,501.01,45600.15,Maya Vasconcelos,Suspensa,Auxílio Funeral,645.8412,Invalidez Permanente,16146.03,Morte Acidental,43594.281,161460.3
Srta. Isis Siqueira,067.132.859-02,Brito,TO,5514981838,2024-05-05,262.54,303375.73,Elisa Pinto,Ativa,Diária por Incapacidade,35.885224,Auxílio Funeral,717.70448,Morte Acidental,48445.0524,179426.12
Ana Castro,108.374.296-50,Oliveira do Campo,PA,6154871997,2022-11-09,552.19,434367.17,Miguel Fernandes,Suspensa,Morte Natural,33228.4832,Auxílio Funeral,604.15424,Invalidez Permanente,15103.856,151038.56
José Miguel Fonseca,014.629.753-99,Costela,SC,5316406032,2023-11-24,802.7,462137.04,Melissa Campos,Suspensa,Doenças Graves,5404.6025,Invalidez Permanente,10809.205,Morte Acidental,29184.8535,108092.05
Giovanna Casa Grande,701.548.623-71,Monteiro,RO,2865124996,2024-08-20,509.33,81916.11,Júlia Guerra,Ativa,Invalidez Permanente,5375.758,Auxílio Funeral,215.03032,Diária por Incapacidade,10.751516,53757.58
Ayla Jesus,235.861.479-37,Azevedo,SC,3570725964,2022-11-16,748.82,16968.17,Maria Helena das Neves,Suspensa,Invalidez Permanente,53900.749,Morte Acidental,145532.0223,Auxílio Funeral,2156.02996,539007.49
Larissa Aparecida,219.047.685-20,Lima,AC,3176568502,2023-11-27,533.17,277159.52,Alexia Azevedo,Suspensa,Doenças Graves,40773.798,Auxílio Funeral,3261.90384,Diária por Incapacidade,163.095192,815475.96
José Sá,185.324.067-26,Cirino de Siqueira,SE,209919572,2025-04-23,237.16,240208.42,Giovanna Andrade,Ativa,Auxílio Funeral,369.20756,Morte Acidental,24921.5103,Diária por Incapacidade,18.460378,92301.89
Sra. Ana Júlia Freitas,917.064.823-96,Carvalho,CE,2129906835,2025-09-29,910.83,397821.22,Luiza Sampaio,Cancelada,Morte Natural,15061.2836,Doenças Graves,3423.019,Morte Acidental,18484.3026,68460.38
Antony Albuquerque,471.509.328-60,Fernandes dos Dourados,AL,5083446201,2024-12-01,944.62,46363.68,Emanuella Cirino,Ativa,Doenças Graves,2745.0215,Auxílio Funeral,219.60172,Morte Acidental,14823.1161,54900.43
Enrico Moreira,483.956.271-73,Pimenta das Pedras,PB,5414413552,2024-12-25,644.53,433571.49,Leandro da Luz,Ativa,Morte Natural,116372.9996,Doenças Graves,26448.409,Auxílio Funeral,2115.87272,528968.18
Sra. Vitória das Neves,317.248.950-79,Nunes,SC,4783870154,2025-06-18,720.15,113921.68,Brenda da Conceição,Cancelada,Morte Natural,29748.4088,Morte Acidental,36509.4108,Doenças Graves,6761.002,135220.04
Sophie Mendonça,590.218.463-06,Farias de Novaes,RO,2723983960,2024-10-27,640.72,32682.71,João Vitor Gomes,Ativa,Doenças Graves,7760.703,Auxílio Funeral,620.85624,Diária por Incapacidade,31.042812,155214.06
Elisa da Conceição,705.849.321-97,Cavalcanti,RR,2003585721,2025-07-01,749.32,252000.53,Dr. Dante Sá,Cancelada,Diária por Incapacidade,10.787068,Morte Acidental,14562.5418,Doenças Graves,2696.767,53935.34
Aylla Duarte,847.295.016-67,Casa Grande,AL,8563260089,2024-08-20,578.93,307989.49,Dr. Pietro Oliveira,Ativa,Morte Acidental,38759.6394,Diária por Incapacidade,28.710844,Invalidez Permanente,14355.422,143554.22
Srta. Hellena Sales,741.380.659-20,Dias,AL,2703026592,2024-03-16,426.38,312138.27,Sofia Vasconcelos,Ativa,Morte Natural,11883.157,Doenças Graves,2700.7175,Diária por Incapacidade,10.80287,54014.35
Diogo Vieira,807.641.325-71,Freitas das Pedras,RR,6250815929,2023-05-07,132.75,100020.12,Gael Cavalcante,Suspensa,Auxílio Funeral,701.62656,Invalidez Permanente,17540.664,Morte Natural,38589.4608,175406.64
Laura Caldeira,614.708.592-11,Camargo das Flores,MT,9957525340,2023-03-24,956.08,45643.69,Ester da Rocha,Ativa,Invalidez Permanente,6988.07,Diária por Incapacidade,13.97614,Doenças Graves,3494.035,69880.7
Mathias Fonseca,042.761.935-16,Campos,PB,201319949,2024-11-17,889.91,359136.33,Fernanda Ramos,Suspensa,Doenças Graves,8880.322,Diária por Incapacidade,35.521288,Auxílio Funeral,710.42576,177606.44
Arthur das Neves,908.651.234-89,da Mota,BA,8353747313,2025-07-01,717.58,416981.3,Arthur Miguel Guerra,Suspensa,Invalidez Permanente,5399.405,Morte Natural,11878.691,Auxílio Funeral,215.9762,53994.05
Marcos Vinicius Cassiano,296.378.014-13,da Rosa,PI,8019605010,2025-09-14,538.01,17101.02,Alice Pereira,Ativa,Morte Natural,42131.9866,Invalidez Permanente,19150.903,Auxílio Funeral,766.03612,191509.03
Leandro Borges,498.761.352-28,Ferreira das Pedras,BA,6592125541,2022-11-13,157.94,89379.6,Miguel da Costa,Ativa,Diária por Incapacidade,115.498742,Doenças Graves,28874.6855,Morte Acidental,155923.3017,577493.71
Alice Vargas,165.274.083-07,Cunha,CE,429270011,2024-10-19,177.08,129870.1,Maitê Pires,Ativa,Morte Acidental,49051.9341,Diária por Incapacidade,36.334766,Invalidez Permanente,18167.383,181673.83
Bruna Freitas,845.127.093-04,Camargo da Serra,ES,9257476625,2024-07-21,551.4,300804.2,Ana Sophia Pacheco,Cancelada,Morte Natural,155044.9604,Auxílio Funeral,2818.99928,Doenças Graves,35237.491,704749.82
João Gabriel da Mata,659.032.418-24,Santos de Guerra,SE,9291516590,2025-10-18,125.46,72720.27,Dr. Luiz Gustavo Porto,Ativa,Diária por Incapacidade,24.008574,Invalidez Permanente,12004.287,Morte Acidental,32411.5749,120042.87
Emanuelly Cunha,293.865.471-55,Oliveira,RS,4068228238,2023-10-09,993.08,322824.14,Juliana Machado,Suspensa,Morte Acidental,206186.7042,Invalidez Permanente,76365.446,Auxílio Funeral,3054.61784,763654.46
Maria Flor Porto,279.658.410-02,da Luz,AM,2136514980,2025-07-22,868.06,41470.11,João Pedro Peixoto,Ativa,Morte Acidental,237732.8076,Invalidez Permanente,88049.188,Diária por Incapacidade,176.098376,880491.88
Luiz Otávio Fonseca,751.824.690-20,Garcia de Macedo,AC,8497057007,2023-04-24,188.35,386290.43,Isabel Marques,Suspensa,Invalidez Permanente,14521.856,Morte Natural,31948.0832,Doenças Graves,7260.928,145218.56
Sophie Câmara,748.210.659-67,da Mata,DF,8865130861,2024-11-18,638.6,121996.92,Srta. Marina Lopes,Ativa,Morte Acidental,198214.6896,Doenças Graves,36706.424,Auxílio Funeral,2936.51392,734128.48
Maria Flor Moura,094.178.265-49,Moraes,MT,5608786968,2025-03-16,602.08,197474.0,Dr. João Miguel Aragão,Suspensa,Invalidez Permanente,5513.773,Morte Acidental,14887.1871,Diária por Incapacidade,11.027546,55137.73
Ana Clara Câmara,128.479.653-19,Caldeira,RN,566810162,2023-11-18,720.13,300625.76,João Cassiano,Ativa,Auxílio Funeral,304.91388,Doenças Graves,3811.4235,Diária por Incapacidade,15.245694,76228.47
Luiz Gustavo Almeida,763.410.259-80,Rodrigues do Amparo,DF,3853341696,2023-01-26,651.11,233753.59,Diego Cavalcante,Suspensa,Morte Acidental,19849.2768,Diária por Incapacidade,14.703168,Morte Natural,16173.4848,73515.84
Natália Pimenta,514.970.823-23,da Conceição,PR,5104127035,2023-04-28,182.86,498262.05,Dr. Thomas Farias,Ativa,Auxílio Funeral,434.40708,Diária por Incapacidade,21.720354,Doenças Graves,5430.0885,108601.77
Ravi Ferreira,397.406.158-48,Moraes,DF,5432906213,2023-02-24,854.19,367964.05,Pietra Dias,Ativa,Diária por Incapacidade,38.709554,Morte Acidental,52257.8979,Auxílio Funeral,774.19108,193547.77
Mariana Cardoso,698.203.175-68,Almeida da Serra,RO,9328171113,2023-11-22,441.62,242075.97,Clarice Cavalcanti,Ativa,Invalidez Permanente,10351.652,Doenças Graves,5175.826,Morte Natural,22773.6344,103516.52
Marcelo Gonçalves,824.931.057-88,Rodrigues do Amparo,ES,1048594057,2022-12-10,975.36,147195.59,Igor Alves,Ativa,Doenças Graves,9229.3645,Morte Acidental,49838.5683,Auxílio Funeral,738.34916,184587.29
Melissa da Conceição,580.643.927-56,Viana,RN,753164003,2023-04-20,154.18,102091.94,Luiz Fernando da Conceição,Ativa,Morte Natural,40780.4914,Doenças Graves,9268.2935,Morte Acidental,50048.7849,185365.87
Sra. Ana Laura Rezende,197.834.250-05,Câmara,MS,4633665899,2025-04-16,371.65,424255.63,Lara Pimenta,Ativa,Morte Acidental,53474.5854,Doenças Graves,9902.701,Auxílio Funeral,792.21608,198054.02
Alana Cavalcanti,532.487.960-65,da Rosa,RJ,4743224760,2023-05-23,170.92,200280.02,Letícia Souza,Ativa,Diária por Incapacidade,38.70423,Doenças Graves,9676.0575,Morte Acidental,52250.7105,193521.15
Milena Pimenta,358.924.067-92,Andrade,RO,7652957265,2023-08-19,239.23,490289.23,Bento Fernandes,Ativa,Auxílio Funeral,3474.87396,Morte Natural,191118.0678,Doenças Graves,43435.9245,868718.49
Theodoro Nascimento,591.408.672-85,Sá da Praia,AC,5634004514,2023-06-30,641.02,489526.07,Marina Porto,Ativa,Doenças Graves,4852.733,Morte Acidental,26204.7582,Auxílio Funeral,388.21864,97054.66
Amanda Nascimento,174.025.369-80,da Mota da Mata,AP,20754143,2024-03-15,516.64,79137.28,Isis Alves,Ativa,Diária por Incapacidade,18.20217,Doenças Graves,4550.5425,Morte Natural,20022.387,91010.85
Ana Luiza Correia,037.218.495-23,Andrade,PI,7486730207,2023-07-07,581.0,234041.8,Isabela Sá,Ativa,Auxílio Funeral,601.43328,Diária por Incapacidade,30.071664,Morte Natural,33078.8304,150358.32
Arthur Gabriel Moraes,203.584.961-60,Vieira de Rezende,ES,1503959983,2024-07-17,515.36,36901.92,Gabrielly Sales,Ativa,Auxílio Funeral,644.4652,Doenças Graves,8055.815,Morte Natural,35445.586,161116.3
Benjamin Sá,192.083.457-50,Silva de Teixeira,SP,7889674075,2022-11-07,374.23,81107.89,Dr. Diego Gonçalves,Ativa,Doenças Graves,3793.124,Invalidez Permanente,7586.248,Morte Acidental,20482.8696,75862.48
Sophia Correia,078.659.324-56,Araújo da Serra,SC,9529809060,2025-10-17,659.78,404662.22,Ana Cecília Novais,Suspensa,Doenças Graves,43742.886,Morte Natural,192468.6984,Invalidez Permanente,87485.772,874857.72
Nina da Mota,912.836.570-40,Fonseca,RJ,3208193810,2023-12-03,986.8,166159.12,Brenda da Costa,Ativa,Auxílio Funeral,240.82296,Diária por Incapacidade,12.041148,Doenças Graves,3010.287,60205.74
Isaque Cassiano,802.947.531-41,Rocha,MS,9796642089,2024-10-17,321.45,54864.95,Srta. Eloá Carvalho,Ativa,Invalidez Permanente,82207.76,Auxílio Funeral,3288.3104,Morte Natural,180857.072,822077.6
Ana Clara Abreu,971.236.458-55,Cassiano,RS,3343102376,2022-11-13,490.39,373759.15,Bento Silva,Suspensa,Morte Acidental,25438.2201,Doenças Graves,4710.7815,Morte Natural,20727.4386,94215.63
Thomas Novais,792.506.143-06,Novais das Flores,RR,5028913038,2024-03-24,883.93,490334.95,Marcela Castro,Ativa,Doenças Graves,6856.026,Morte Acidental,37022.5404,Diária por Incapacidade,27.424104,137120.52
Sra. Maya Ramos,408.275.136-07,Leão de da Costa,RO,3727167958,2024-09-14,381.57,324443.23,João Pedro Mendonça,Ativa,Doenças Graves,4686.499,Diária por Incapacidade,18.745996,Invalidez Permanente,9372.998,93729.98
Lucca Jesus,942.783.106-50,Siqueira,ES,8437260289,2025-07-24,544.12,316796.4,Joaquim Castro,Cancelada,Diária por Incapacidade,22.239278,Invalidez Permanente,11119.639,Auxílio Funeral,444.78556,111196.39
Sr. Pedro Miguel Rocha,714.625.903-06,Macedo de Goiás,TO,3710627696,2024-09-12,210.14,226384.99,Maria Júlia Pimenta,Ativa,Auxílio Funeral,549.65408,Invalidez Permanente,13741.352,Doenças Graves,6870.676,137413.52
Ana Júlia Sá,724.861.305-35,Almeida de Minas,ES,9998083081,2023-02-25,999.84,318778.45,Leonardo da Luz,Ativa,Doenças Graves,4635.383,Diária por Incapacidade,18.541532,Invalidez Permanente,9270.766,92707.66
Aurora Andrade,389.571.402-04,Ribeiro de Câmara,RN,5497972208,2023-12-10,990.09,285312.7,Maria Liz Pires,Suspensa,Morte Natural,17936.4196,Diária por Incapacidade,16.305836,Invalidez Permanente,8152.918,81529.18
Laís Albuquerque,293.087.461-96,Ferreira,RN,7269035295,2024-03-21,224.1,317493.17,Kevin Garcia,Ativa,Invalidez Permanente,5819.446,Auxílio Funeral,232.77784,Morte Natural,12802.7812,58194.46
Manuella Pimenta,610.982.734-78,da Mata,PR,7862186927,2025-09-11,387.13,294690.82,Bento da Rocha,Ativa,Invalidez Permanente,19031.475,Auxílio Funeral,761.259,Morte Acidental,51384.9825,190314.75
Liam Câmara,325.619.740-06,da Conceição,RJ,679274365,2024-08-12,975.11,24050.78,Sabrina Oliveira,Cancelada,Diária por Incapacidade,21.278174,Morte Acidental,28725.5349,Auxílio Funeral,425.56348,106390.87
João Vitor Dias,302.745.681-44,da Cruz,RJ,1752184145,2023-11-27,631.29,251953.0,Maria Alice Sá,Ativa,Morte Natural,32400.093,Auxílio Funeral,589.0926,Invalidez Permanente,14727.315,147273.15
Sr. Arthur Cirino,014.586.927-01,Moraes Alegre,SC,5878364517,2023-08-16,765.82,331097.89,Dr. Bernardo Martins,Ativa,Auxílio Funeral,520.59696,Morte Natural,28632.8328,Invalidez Permanente,13014.924,130149.24
Stella Rocha,748.325.160-35,Azevedo,MG,4509249924,2023-07-04,449.65,434407.98,Ana Sophia da Luz,Cancelada,Morte Natural,34809.137,Auxílio Funeral,632.8934,Invalidez Permanente,15822.335,158223.35
Srta. Fernanda Vasconcelos,467.518.032-90,Araújo,CE,1181509986,2025-07-13,386.03,497347.27,Bella Pacheco,Ativa,Doenças Graves,2588.468,Morte Acidental,13977.7272,Diária por Incapacidade,10.353872,51769.36
Marcos Vinicius Melo,574.829.016-20,da Conceição Grande,CE,3255703086,2023-09-26,380.09,470184.81,Pedro Lucas Dias,Ativa,Doenças Graves,39054.535,Morte Acidental,210894.489,Morte Natural,171839.954,781090.7
