nome_segurado,tipo_sinistro,nome_beneficiario,valor_sinistro,quem_forma_beneficiados,status_seguro,regiao_sinistro
Bernardo Silva,Doença Grave,Pedro Henrique Campos,15185.96,Maria Clara Andrade,Negado,Farias
Enzo Gonçalves,Auxílio Funeral,Hellena Carvalho,85840.64,Juliana Peixoto,Pago,Alves de Pimenta
Maya Teixeira,Morte Acidental,Joaquim Nogueira,79078.67,Bianca Novaes,Negado,Moura
Melina Almeida,Morte Acidental,Maria Júlia Lopes,80304.87,José Vieira,Negado,Gonçalves dos Dourados
Alícia Mendes,Morte Acidental,Leandro Mendes,96658.94,Vitória Ribeiro,Negado,Gonçalves
Dr. Lucas Gabriel Oliveira,Morte Acidental,Pedro Lucas da Mota,243075.03,Dr. Ravi Lucca Mendonça,Negado,Macedo
Dr. Breno Macedo,Invalidez Permanente,Maria Luísa Dias,97341.39,Luísa Abreu,Negado,Lopes
Srta. Carolina Pinto,Invalidez Permanente,Gael Henrique Marques,349502.64,Otávio Nunes,Negado,Aragão da Praia
Oliver Aragão,Morte Acidental,Sra. Cecília da Cunha,238553.71,Sara Camargo,Em análise,Guerra
Vitor Jesus,Invalidez Permanente,Eduardo Andrade,15182.91,Daniela Carvalho,Em análise,Novaes do Galho
Manuela Siqueira,Morte Acidental,Isabela Cirino,16514.66,Theo Ferreira,Negado,Nogueira de Novais
Srta. Fernanda Novais,Doença Grave,Kaique Cassiano,33134.82,Srta. Alice Rios,Em análise,Novais das Pedras
Dra. Cecilia Freitas,Morte Acidental,Isabela Cardoso,73792.16,Emanuella Rocha,Em análise,Aparecida de Monteiro
Emilly Barbosa,Morte Acidental,Giovanna Peixoto,339303.05,Ayla Sales,Em análise,Cirino
Dr. Vinícius Abreu,Invalidez Permanente,Sra. Lorena Câmara,417555.46,Henry Gabriel Nascimento,Negado,da Luz da Serra
Vitória Cardoso,Morte Acidental,Ana Júlia Guerra,32296.34,Anna Liz Cavalcanti,Negado,Nunes Verde
Vitor Freitas,Auxílio Funeral,Valentina Albuquerque,54397.07,Eduarda Brito,Negado,Sampaio
Isis Aparecida,Morte Acidental,Alícia Mendes,81771.61,Diogo Silveira,Em análise,Moraes
Enzo Gabriel Rocha,Doença Grave,Paulo Farias,51392.38,Mirella Monteiro,Pago,Borges
Elisa da Costa,Auxílio Funeral,Pedro Miguel da Paz,84499.99,Maria Júlia Mendonça,Pago,Almeida
Maria Liz Jesus,Morte Acidental,Sra. Luara Pacheco,216028.22,Isis Alves,Em análise,Oliveira das Pedras
Stella Nunes,Doença Grave,Isadora Correia,460424.38,Davi Lucas Silveira,Em análise,da Rosa de da Conceição
Luiz Henrique Gomes,Doença Grave,Vitor Hugo Andrade,274350.47,Pietra da Cruz,Negado,Montenegro da Prata
Luísa Barbosa,Auxílio Funeral,Raquel da Luz,305289.93,Maysa Dias,Negado,da Rocha de Moreira
Maria Alice Lima,Morte Acidental,Davi Miguel Castro,86844.53,Helena Alves,Em análise,Rodrigues
Sofia Pereira,Auxílio Funeral,Srta. Maria Fernanda Andrade,89889.92,Mariana da Rosa,Em análise,Sousa
Caroline Moura,Invalidez Permanente,Pedro Lucas Leão,70388.62,Léo Peixoto,Negado,Lopes de Aparecida
Luan Duarte,Doença Grave,Ravi Dias,29858.04,Danilo Cunha,Negado,Guerra Paulista
Sr. Oliver Vasconcelos,Morte Acidental,Sr. Apollo Silva,57944.94,Thales Santos,Pago,Carvalho de Oliveira
Josué Albuquerque,Auxílio Funeral,Alícia Dias,14539.48,Ana Júlia Rodrigues,Negado,Moura de Gomes
Isabelly Costa,Auxílio Funeral,Maria Luísa Borges,21925.48,Luiz Henrique Cavalcante,Em análise,Andrade do Galho
Ísis Lopes,Invalidez Permanente,Mariane Camargo,90890.36,Eduarda Novais,Negado,Monteiro
Lavínia Aragão,Morte Acidental,Sr. Leonardo Machado,97160.45,Maria Clara Carvalho,Em análise,Pinto
Luara Casa Grande,Doença Grave,Sra. Beatriz Sales,79419.1,Valentim da Cunha,Em análise,da Luz
Vitória Barbosa,Morte Acidental,Lavínia Costa,80328.43,Lunna Ferreira,Negado,Barros
Mariah da Rocha,Doença Grave,Dr. Dante Campos,226205.6,Isabel Moreira,Em análise,Rocha de Mendes
Dra. Helena Novais,Invalidez Permanente,Ana Clara Barbosa,57712.09,Ana Luiza Caldeira,Negado,Melo do Norte
Ravi Correia,Morte Acidental,Gael Ferreira,52274.65,Isaque Freitas,Negado,Rodrigues
Pedro Lucas Aragão,Morte Acidental,Murilo da Cunha,290440.27,Lunna Nunes,Negado,Silva do Amparo
Juliana Pereira,Invalidez Permanente,Luan Leão,60502.51,Davi da Cunha,Negado,da Cruz da Serra
Cauã Moraes,Morte Acidental,Maria Eduarda Pastor,27990.96,Olivia Borges,Negado,Fernandes
Pietro das Neves,Morte Acidental,Calebe Pacheco,82984.84,Sra. Fernanda Novais,Em análise,Azevedo da Mata
Maria Alice Marques,Morte Acidental,Rebeca Pires,77847.88,Bella Lima,Pago,Moreira das Flores
Laura Garcia,Invalidez Permanente,Juan Novais,52045.0,Luiz Otávio Camargo,Em análise,Freitas do Amparo
Diego Monteiro,Invalidez Permanente,Nicole Pereira,93557.89,Benício Silveira,Negado,Teixeira
Manuela Freitas,Morte Acidental,Brenda Almeida,55511.25,Dr. Calebe Nunes,Negado,Fogaça da Praia
Gael Henrique Cassiano,Invalidez Permanente,João Vitor da Paz,76023.83,Luiz Fernando Nunes,Em análise,Azevedo
Enrico Brito,Auxílio Funeral,Dra. Clarice Castro,43704.46,Isis Pinto,Negado,Fernandes
Antony Porto,Morte Acidental,Sr. Renan Porto,54161.34,Dra. Mirella Campos,Em análise,Caldeira
Gabriel Rezende,Invalidez Permanente,Gustavo Henrique Campos,16016.65,Maria Clara da Paz,Pago,Rocha de Martins
Srta. Ana Vitória Rezende,Morte Acidental,Vicente Alves,27739.02,Marina Caldeira,Em análise,Almeida
Lunna Andrade,Auxílio Funeral,Mariane Rezende,88512.71,Henry Lopes,Negado,Garcia
Daniela Borges,Morte Acidental,Stephany Aragão,66365.87,Emilly Cardoso,Negado,Cirino
Oliver Duarte,Morte Acidental,Rafaela Cunha,37268.46,Sra. Clarice Rezende,Em análise,Silveira
José Miguel da Rocha,Morte Acidental,Marcos Vinicius Sales,78658.1,Pedro Miguel Albuquerque,Pago,Machado
Clara Fogaça,Doença Grave,Sr. Alexandre Dias,38907.06,Laís Barbosa,Em análise,Cardoso de Siqueira
Luiz Henrique Macedo,Auxílio Funeral,Camila Fogaça,90746.43,Sabrina da Luz,Em análise,Alves dos Dourados
Luiz Gustavo Mendes,Morte Acidental,Dr. Davi Lucas Casa Grande,95091.83,Dr. Bento Mendes,Pago,Sampaio
Alana Abreu,Doença Grave,Lara Marques,78918.61,Juan Rodrigues,Em análise,Cirino do Norte
Kaique Aparecida,Doença Grave,Valentina Santos,27286.66,Dra. Maria Flor Duarte,Pago,Fonseca do Sul
Rhavi Rios,Morte Acidental,Vinicius Castro,390605.56,Ana Julia Leão,Negado,Vieira de Minas
Ravi Lucca Teixeira,Doença Grave,Sr. Gustavo Leão,55614.37,Maya Sampaio,Negado,Vieira do Galho
Cauê Sousa,Morte Acidental,Eduarda da Rosa,281433.54,Srta. Stephany Aparecida,Em análise,Brito do Sul
Gael Jesus,Morte Acidental,Maria Flor da Rosa,11485.06,Ana Laura Leão,Em análise,Brito
Danilo Nogueira,Doença Grave,Rhavi das Neves,452309.65,Beatriz Duarte,Negado,Aparecida
Marcos Vinicius Rios,Morte Acidental,Dr. Otávio Vasconcelos,261008.02,João Felipe Andrade,Negado,Câmara
Sra. Maria Alice Sales,Morte Acidental,Leonardo da Cruz,297197.29,Laura da Costa,Em análise,da Rocha
Benjamim Pastor,Morte Acidental,Sr. Raul Monteiro,393060.55,Dra. Maya Alves,Pago,Sousa Alegre
João Gabriel Cavalcanti,Invalidez Permanente,Cauã da Costa,83033.78,Antônio Abreu,Em análise,Ferreira
Evelyn Pires,Auxílio Funeral,Mariane Barros,13381.26,Sra. Daniela Ferreira,Negado,Cavalcanti Verde
Sr. Gustavo Henrique Câmara,Doença Grave,Matheus Vieira,76949.63,Ian Martins,Em análise,Vargas de Fogaça
Pedro Henrique Pires,Invalidez Permanente,Ana Vitória Siqueira,85127.32,Maria Fernanda das Neves,Pago,Rios do Galho
Breno Cardoso,Morte Acidental,Dra. Helena Rezende,50880.16,Heitor da Cunha,Em análise,Pacheco
Breno Pinto,Morte Acidental,Ana Laura Costela,71429.44,Luiz Fernando Guerra,Em análise,Aragão do Amparo
Caleb Costela,Morte Acidental,Renan Lopes,63893.98,Valentim Câmara,Negado,da Mota
Renan Cardoso,Morte Acidental,Mateus Casa Grande,379605.6,Valentina da Mota,Negado,Gomes das Pedras
Caio Novais,Morte Acidental,Pietra Freitas,426007.33,Davi Lucas Marques,Em análise,Dias do Norte
Sra. Lorena Moreira,Auxílio Funeral,Brenda Macedo,59848.39,Maria Helena Siqueira,Pago,Cavalcante
Anthony Macedo,Morte Acidental,Emanuella Mendonça,57661.88,Bella Porto,Em análise,Vargas dos Dourados
Paulo Nascimento,Morte Acidental,Augusto Pastor,24160.63,Dom Carvalho,Negado,da Rosa
Igor Moura,Morte Acidental,Isis Moura,31076.87,Ester Dias,Pago,Farias Grande
Davi Lucas Vargas,Morte Acidental,Vitor Gabriel da Cruz,96500.97,Rafaela Vargas,Negado,Monteiro dos Dourados
Sra. Esther Casa Grande,Doença Grave,Alícia Melo,318557.04,Heloísa Sousa,Negado,Sales
Antonella Cavalcante,Morte Acidental,Rebeca Carvalho,73729.38,Leonardo Vargas,Negado,Alves
Thomas da Cruz,Invalidez Permanente,Dom Rezende,15438.37,João Lucas Araújo,Em análise,Nascimento
Brenda Vieira,Doença Grave,Melina Rocha,74559.03,Maria Cecília Guerra,Negado,Martins
Marcos Vinicius Araújo,Morte Acidental,Raul Aragão,26170.33,Dr. Pedro Lucas Souza,Em análise,Silva de Nascimento
Ayla Correia,Invalidez Permanente,Daniela Teixeira,59126.29,José Pedro Macedo,Pago,Oliveira das Flores
Caroline Nogueira,Morte Acidental,Maria Sophia Teixeira,365118.13,Henry Gabriel Rezende,Em análise,Cavalcanti
Renan Ferreira,Morte Acidental,Caroline Ferreira,60809.48,Carolina Correia,Negado,Silveira
Emanuella Viana,Morte Acidental,Maria Luiza Carvalho,471384.59,Luan Peixoto,Em análise,Gonçalves Alegre
Lorena Ferreira,Morte Acidental,Lucca Porto,390345.14,Davi Lucas Sampaio,Negado,Siqueira de Minas
Joaquim Correia,Morte Acidental,Dom Câmara,71426.17,Stephany Fernandes,Negado,Brito das Flores
Sra. Bianca Carvalho,Doença Grave,Théo Abreu,248528.63,Emanuella Fonseca,Em análise,da Paz de Correia
Ísis Camargo,Invalidez Permanente,Caroline Carvalho,63942.3,Dra. Luana Pimenta,Pago,da Costa
Melissa Leão,Morte Acidental,Davi Siqueira,57058.15,Erick Pires,Em análise,Marques de Barbosa
José Pedro Almeida,Invalidez Permanente,João Martins,39097.11,Pedro Miguel Cunha,Em análise,Borges
Josué Costela,Doença Grave,Ravi Lucca Farias,52208.31,Matteo Moreira,Negado,Porto
Enrico Carvalho,Invalidez Permanente,Ana Lívia Siqueira,76780.69,Henry Barbosa,Negado,Duarte da Mata
Ana Julia Costa,Morte Acidental,Valentim da Paz,216903.39,Srta. Kamilly da Costa,Pago,Ribeiro
Dom Gomes,Doença Grave,Clarice Duarte,88826.66,Daniel Abreu,Em análise,Cavalcante
Laís da Cruz,Morte Acidental,Ana Sophia Rocha,371583.83,Dante da Rosa,Pago,Cavalcante de Castro
Ana Beatriz Farias,Morte Acidental,Ana Lívia Rezende,459508.69,Ágatha Moraes,Negado,Almeida do Campo
Dra. Rebeca Nascimento,Morte Acidental,João Felipe Caldeira,30946.12,Erick Monteiro,Pago,Casa Grande
Vinicius Lima,Morte Acidental,Camila Andrade,28484.43,Henry Gabriel Montenegro,Em análise,Fernandes
Isabel Rios,Auxílio Funeral,Mariana Siqueira,65328.39,Pedro Ferreira,Negado,Rodrigues das Flores
Julia Costela,Morte Acidental,Milena Sousa,97055.32,Aurora Marques,Em análise,Cunha de Minas
Yasmin Aparecida,Morte Acidental,Otto Vargas,452186.06,Luana da Luz,Pago,Ferreira
Maria Luiza da Mota,Morte Acidental,Lucas Monteiro,58245.91,Dra. Cecília Alves,Pago,Peixoto de Gonçalves
Diogo Ferreira,Morte Acidental,Matheus Casa Grande,67918.29,Srta. Gabriela Rocha,Pago,Moura de Araújo
Gabriel Pinto,Morte Acidental,Pedro Henrique Moreira,80594.34,Lucca Montenegro,Em análise,Freitas de Lopes
Cauê Vargas,Morte Acidental,Luara Macedo,328602.31,Fernando Sales,Em análise,Sales da Mata
Helena da Paz,Morte Acidental,Clara Sousa,50058.84,Juliana Cavalcanti,Negado,Mendonça
Aurora Melo,Morte Acidental,Olivia Campos,29080.58,Enzo Gabriel Santos,Em análise,Andrade dos Dourados
Carlos Eduardo Pacheco,Invalidez Permanente,Jade Moraes,15781.65,Mirella da Cruz,Negado,Barbosa Alegre
Raquel Dias,Morte Acidental,Luiz Fernando Alves,12576.78,Yasmin Sales,Pago,Lima
Paulo da Conceição,Invalidez Permanente,Bianca Melo,58511.07,Carlos Eduardo Montenegro,Negado,Caldeira Verde
Bernardo da Paz,Auxílio Funeral,Yan Ferreira,50888.51,Paulo Sousa,Em análise,Aragão de Lima
Benjamim Cunha,Morte Acidental,Maria Flor Aparecida,63812.51,Emanuel da Paz,Negado,Azevedo Paulista
Leandro Ferreira,Morte Acidental,Lara Moreira,67134.79,Gabriela Gonçalves,Negado,Cassiano
Otto Nogueira,Doença Grave,Mateus Vieira,88385.42,Maria Liz Costa,Negado,Barbosa das Pedras
Benício Alves,Morte Acidental,Dr. Matteo da Rocha,75826.03,Sra. Julia Montenegro,Pago,Vasconcelos das Flores
Davi Lucca Ribeiro,Invalidez Permanente,Francisco Rocha,49359.29,Laís Andrade,Em análise,Caldeira dos Dourados
Sophie Ferreira,Morte Acidental,Isadora Dias,98457.07,Nathan Viana,Pago,da Cunha
João Lucas Souza,Doença Grave,Dr. Theo Siqueira,50109.38,Benicio Nunes,Em análise,Moraes do Oeste
Kevin Cavalcanti,Morte Acidental,Sr. João Gabriel Vargas,23405.49,Ryan Farias,Em análise,Mendonça
Leandro Ribeiro,Invalidez Permanente,Maria Luiza Azevedo,76006.89,Marina Sales,Em análise,Rocha de Goiás
João Guilherme Garcia,Morte Acidental,Helena Leão,86278.61,Cecilia Cirino,Negado,Nascimento de Goiás
Beatriz Farias,Morte Acidental,Cecilia Sampaio,316946.62,Clara Andrade,Negado,Araújo
Joaquim Camargo,Morte Acidental,Maria Alice Silva,61471.51,Cecilia Lopes,Pago,Campos
Luiz Fernando Gomes,Morte Acidental,Sr. Caleb Andrade,201641.55,Dr. Caio Souza,Em análise,Montenegro da Prata
Lara Farias,Morte Acidental,Dr. Renan Teixeira,89142.71,Sofia Gomes,Em análise,Alves do Oeste
Henrique Vasconcelos,Morte Acidental,Marina Garcia,445745.44,Gabrielly Porto,Pago,Pimenta de Moura
Erick Martins,Doença Grave,Dr. Luan Porto,60076.63,Maria Silva,Negado,da Conceição
João Lucas Sousa,Morte Acidental,Sra. Raquel Sá,214878.21,Heloísa Peixoto,Em análise,Gonçalves dos Dourados
Emanuel Pereira,Auxílio Funeral,Valentina da Paz,244831.51,Joaquim Ramos,Em análise,Barbosa do Amparo
Dra. Maria Cecília Pacheco,Morte Acidental,João Pedro da Cunha,323814.9,Carlos Eduardo Marques,Pago,Silveira
Mateus Pimenta,Morte Acidental,Joaquim Brito,60729.34,Laura Silva,Pago,Marques da Prata
Luiza Montenegro,Doença Grave,Ana Sophia Casa Grande,74763.38,Erick Sales,Em análise,Souza
Gabrielly Sampaio,Morte Acidental,José Pedro Barros,30448.49,Pedro Henrique Peixoto,Pago,Duarte
Laís Sá,Doença Grave,Maria Luiza Vasconcelos,53897.39,Arthur Dias,Negado,Gomes das Pedras
Gabriel da Rosa,Doença Grave,Sophie da Mota,76490.33,Cecilia Pimenta,Em análise,Montenegro de Minas
Emanuella Ferreira,Invalidez Permanente,Sra. Lívia Costela,15911.59,Liam Rios,Pago,Vasconcelos de da Mota
Mirella Aparecida,Morte Acidental,Sr. Igor Marques,423019.57,Amanda Oliveira,Em análise,das Neves
Srta. Maria Luiza Silveira,Invalidez Permanente,Maria Helena Vargas,96214.48,Brenda Azevedo,Negado,Caldeira das Flores
Antony Fernandes,Morte Acidental,Sra. Maria Garcia,13482.18,João Pedro Moreira,Em análise,Melo
Giovanna Pimenta,Auxílio Funeral,Vinicius Albuquerque,39352.36,Isabelly Oliveira,Em análise,Azevedo
Júlia Vargas,Doença Grave,Maria Eduarda Fonseca,84951.89,Natália Pereira,Negado,Câmara de Casa Grande
Dra. Camila Farias,Morte Acidental,Ravi Lucca Silveira,92610.83,Anthony Gabriel da Cruz,Em análise,Silva das Pedras
Dra. Stephany Silveira,Morte Acidental,Dra. Ana Laura Pires,20497.45,Maria Fernanda Pereira,Em análise,Camargo
Dr. Theodoro Freitas,Doença Grave,Larissa Fogaça,243001.43,Srta. Maria Eduarda das Neves,Pago,Ramos
Igor da Mota,Morte Acidental,Ayla Cavalcanti,57720.72,Ester Carvalho,Em análise,da Rosa de Pimenta
Maria Clara Machado,Invalidez Permanente,Ana Luiza Câmara,84266.34,Benjamim Campos,Em análise,Rocha
Isaac Fonseca,Morte Acidental,Brayan Borges,410918.8,Valentim Jesus,Pago,Farias do Oeste
Sr. Igor das Neves,Doença Grave,Melina Novaes,51491.44,João Fogaça,Pago,Câmara
Agatha Fogaça,Invalidez Permanente,Luiz Otávio Rezende,92364.47,Diogo Rezende,Em análise,Cassiano do Galho
Catarina Nogueira,Morte Acidental,Nina Ferreira,68342.45,Eduarda Gomes,Pago,Almeida do Sul
Sr. João Miguel Cavalcante,Morte Acidental,João Vitor Correia,220881.73,Bella Andrade,Em análise,Aragão
Ana Liz da Conceição,Morte Acidental,Lorena Novaes,14343.53,Antony Rodrigues,Pago,Fogaça
Valentim Ramos,Doença Grave,Benjamim Gonçalves,68819.82,Sr. João Felipe Teixeira,Em análise,Castro
Maria Fernanda da Costa,Morte Acidental,Luísa Fonseca,482820.43,Thales Nunes,Em análise,Caldeira da Serra
Cauã Pastor,Morte Acidental,Sr. Isaac Garcia,19734.91,Maria Flor Gonçalves,Pago,Cirino de Minas
Eloá Porto,Morte Acidental,Josué Barbosa,32872.72,João Felipe Cardoso,Negado,Novais
Letícia Fonseca,Morte Acidental,Asafe Novaes,78255.66,João Gabriel Moraes,Negado,Marques dos Dourados
Valentina da Rosa,Doença Grave,Lunna Barbosa,58915.86,Mirella Barros,Negado,Martins
Aylla Casa Grande,Auxílio Funeral,Dr. Pietro Ferreira,56565.66,Caleb Macedo,Em análise,Pinto
Marcos Vinicius Moreira,Auxílio Funeral,Emanuelly Camargo,99342.04,Helena da Rosa,Pago,Rios do Galho
Juliana Teixeira,Morte Acidental,Srta. Camila Sousa,470947.18,Julia Ribeiro,Pago,Azevedo
Maria Eduarda Barros,Auxílio Funeral,Vitor Gabriel Azevedo,28335.56,Dr. Augusto Martins,Em análise,Alves
Dr. Heitor Moreira,Morte Acidental,Maitê Novais,274352.86,Dra. Catarina Pereira,Pago,Rezende
Ágatha Sá,Invalidez Permanente,Ravy Silva,22906.63,Sra. Bianca Cardoso,Em análise,da Mata da Mata
Theodoro Martins,Auxílio Funeral,Emilly Novais,85793.82,Josué Rezende,Pago,Barros de Goiás
Theodoro Rocha,Auxílio Funeral,Luiz Gustavo Rocha,30797.52,Ana Luiza Leão,Em análise,Peixoto
Yuri da Rosa,Invalidez Permanente,Benício da Luz,89280.29,Sr. Fernando Costa,Pago,Aparecida
Carlos Eduardo da Paz,Invalidez Permanente,Sra. Ana Vitória Ramos,243954.07,Arthur Farias,Pago,da Mota
Luiza Brito,Invalidez Permanente,Antony Barbosa,53043.8,Luiza Nascimento,Negado,Vargas
Giovanna Montenegro,Morte Acidental,Srta. Clara Cirino,47941.01,Maria Eduarda Pereira,Pago,Novais
Lucca Siqueira,Morte Acidental,Bernardo Silva,11930.17,Srta. Ana Sophia Santos,Pago,Campos do Oeste
Yuri da Costa,Invalidez Permanente,Dra. Carolina Vargas,31763.65,Maya Marques,Em análise,Pacheco
Ian da Costa,Morte Acidental,Vitor Hugo Vieira,445300.58,Isabela da Mota,Negado,Machado
Liz Vieira,Doença Grave,Allana Gonçalves,34509.58,Diogo Cavalcante,Em análise,Vargas
Henrique Pereira,Auxílio Funeral,Eduardo Cirino,50531.35,Kaique Lima,Pago,Peixoto
Apollo Campos,Morte Acidental,Leandro Caldeira,99643.2,Enrico Oliveira,Negado,Cavalcante
Cecília Gonçalves,Morte Acidental,Julia Correia,455991.68,Isis Vieira,Negado,Novaes da Prata
Henry Rezende,Morte Acidental,Giovanna Rocha,69102.97,Dra. Isabel Lopes,Em análise,Abreu
Ísis da Paz,Morte Acidental,Diego Costela,385819.93,Laura da Cruz,Em análise,Santos
Luigi Câmara,Morte Acidental,Erick Marques,408332.23,Lorenzo Fernandes,Negado,Moreira de Leão
Ayla Rezende,Invalidez Permanente,João Pedro Dias,84196.36,Bento da Cunha,Em análise,Guerra Verde
Mateus Duarte,Doença Grave,Thiago da Cunha,85762.79,Sr. André Castro,Negado,Peixoto
Dra. Esther das Neves,Invalidez Permanente,Cauã Rodrigues,53049.73,Oliver Rios,Negado,Garcia de Goiás
João Felipe Sousa,Doença Grave,Alana Campos,50992.55,Josué Martins,Em análise,Moura Verde
Léo Gonçalves,Morte Acidental,Luara Moraes,25195.31,Davi Lucas Rezende,Negado,Rodrigues
Heitor Pimenta,Invalidez Permanente,Manuela Montenegro,69712.79,Srta. Pietra Costela,Pago,Barros Grande
Sra. Ester Silveira,Invalidez Permanente,Oliver Guerra,10010.52,Mariana Fonseca,Pago,Gonçalves
Aylla Costa,Morte Acidental,Henry Aragão,83727.88,Dr. Anthony da Cruz,Pago,Almeida
Joana Pires,Morte Acidental,Marcela Pires,34387.04,Aylla Barbosa,Pago,Fonseca
Eloá Pereira,Doença Grave,Yuri Guerra,224632.06,Gael Henrique da Mota,Negado,Teixeira
Benício Lima,Doença Grave,Benicio Cirino,261873.84,Dra. Alana Siqueira,Negado,Fonseca de Teixeira
Ísis Duarte,Doença Grave,Pedro Lucas Sousa,373019.13,Sr. João Guilherme Fernandes,Pago,da Mota de Barros
Nicole Carvalho,Morte Acidental,Eduardo Sampaio,54256.46,Julia Ferreira,Negado,Moreira das Flores
Yasmin Cirino,Invalidez Permanente,Gustavo Henrique da Mota,19219.59,Kevin Carvalho,Em análise,Câmara Paulista
Luna Freitas,Morte Acidental,Luiz Henrique da Mata,98705.14,Gael Henrique Albuquerque,Em análise,Gomes de Minas
Otávio Pastor,Doença Grave,Oliver Guerra,96012.48,Samuel Marques,Negado,da Mata da Mata
Ravi Vargas,Invalidez Permanente,Dr. Thomas Novaes,43205.06,Dra. Olívia da Mota,Negado,Pimenta Verde
Ana Sophia Freitas,Invalidez Permanente,Maitê Moraes,250452.38,Maria Luísa Vieira,Pago,Casa Grande
Nicole Martins,Morte Acidental,Diogo Macedo,70469.3,Yuri Lima,Negado,Pinto
Daniel Vargas,Morte Acidental,Isabel Freitas,18441.05,Srta. Ana Luiza das Neves,Pago,Viana do Norte
Juan Campos,Morte Acidental,João Gabriel Rios,46329.79,Sr. Nicolas Abreu,Negado,Pimenta das Pedras
Thales Montenegro,Morte Acidental,Vitor Gabriel Dias,36040.06,Ana Liz Vieira,Pago,Peixoto do Amparo
Brayan Fogaça,Morte Acidental,Leonardo Cavalcante,80534.97,Bento Freitas,Em análise,Cavalcanti
Anna Liz Camargo,Invalidez Permanente,Maria Alice Pinto,16060.33,Théo Pinto,Negado,Nascimento
Arthur Miguel Barros,Morte Acidental,Davi Costa,77357.95,Antonella Santos,Pago,Ferreira Verde
Rhavi Brito,Auxílio Funeral,Ana Julia Moraes,77359.15,Jade Lima,Negado,Nascimento da Prata
Lucas Gabriel Duarte,Morte Acidental,Srta. Maria Júlia Novais,238579.64,Maitê Almeida,Negado,Fonseca
Bárbara da Costa,Morte Acidental,Sr. Henry Gabriel da Luz,51201.68,Sophia da Cruz,Em análise,Montenegro do Campo
Dr. Augusto Lopes,Doença Grave,Isaque Moreira,283304.67,João Guilherme Macedo,Em análise,Pinto da Prata
Marina Vieira,Invalidez Permanente,Sr. Arthur Gabriel Novais,54812.72,Dr. Gael Mendonça,Negado,Silveira de Goiás
Theodoro Martins,Auxílio Funeral,Enrico Souza,28330.59,Ana Julia da Costa,Negado,Brito do Campo
Matheus Rocha,Morte Acidental,Dra. Fernanda Borges,13842.87,Mariana Vasconcelos,Negado,Garcia de Castro
Joana Albuquerque,Doença Grave,Sarah Santos,78185.45,Elisa Ramos,Negado,Santos das Flores
Heloisa Borges,Morte Acidental,Alexandre Abreu,14442.53,Zoe Casa Grande,Pago,Melo de Goiás
Larissa Nascimento,Morte Acidental,Luísa Pires,34250.66,Ana Júlia da Conceição,Em análise,Freitas das Pedras
Ana Luiza Macedo,Morte Acidental,Cauê das Neves,67591.96,Lorena Ramos,Em análise,Rodrigues
Vinicius Silveira,Morte Acidental,Olivia Macedo,269548.97,Lara Cirino,Pago,Freitas dos Dourados
José Pedro Cunha,Morte Acidental,Maria Cecília da Mata,382344.5,João Lucas Pinto,Em análise,Montenegro dos Dourados
Caroline Borges,Morte Acidental,Maria Cecília da Rosa,37736.83,Aylla Costa,Negado,Macedo de Machado
Mirella Moura,Morte Acidental,Breno Costela,40568.9,Sra. Aurora Gomes,Negado,Cavalcante do Norte
Dra. Maria Fernanda Cardoso,Morte Acidental,Letícia Ramos,87252.49,Brayan Sousa,Em análise,Barros
Maria Eduarda Ribeiro,Invalidez Permanente,Luiz Felipe da Costa,71485.89,Luan Castro,Negado,Almeida da Prata
João Vitor Castro,Morte Acidental,Sr. Benjamin da Paz,79743.43,Lucas Lopes,Negado,Rios de Martins
Maria Alice Viana,Invalidez Permanente,Mariane Cirino,18082.17,Maria Liz Andrade,Em análise,Santos do Oeste
Eduardo Fonseca,Morte Acidental,Alexandre Azevedo,67483.47,Srta. Sara Duarte,Pago,Pires de Costa
Juan Machado,Invalidez Permanente,Asafe Pires,10743.31,Alana Brito,Negado,Almeida Grande
Kamilly Farias,Doença Grave,Manuela Souza,265836.21,Luigi Brito,Pago,Montenegro de Martins
Anthony Gabriel Peixoto,Auxílio Funeral,Benjamim Vieira,25514.78,Maria Vitória Araújo,Em análise,Mendes
Srta. Maria Fernanda Casa Grande,Morte Acidental,Yasmin da Conceição,93465.61,José Miguel Montenegro,Negado,Aparecida
Gabriel Mendes,Auxílio Funeral,Kaique da Cunha,218059.01,Lavínia Nunes,Pago,Câmara de Minas
Alana Sousa,Morte Acidental,Marcela Lima,56086.12,Luísa Ferreira,Em análise,da Mota
Dra. Fernanda Cardoso,Morte Acidental,Raul Casa Grande,20454.82,Valentim Rodrigues,Em análise,da Cruz
Camila Freitas,Invalidez Permanente,Murilo Siqueira,78660.55,Anna Liz Albuquerque,Negado,Vieira
José Campos,Morte Acidental,João da Cunha,69795.73,Maria Cecília Gomes,Em análise,Camargo do Oeste
Dom Duarte,Doença Grave,Vitória Araújo,69632.02,Renan Peixoto,Em análise,Peixoto
Luiz Henrique Fonseca,Morte Acidental,Anthony Gabriel Albuquerque,28475.56,Theo Pires,Negado,Mendes
Josué Moraes,Invalidez Permanente,Isaac Sousa,51022.69,Maria Júlia Moura,Pago,Sousa
Milena Câmara,Auxílio Funeral,Jade Martins,37906.12,Arthur Miguel da Conceição,Em análise,Moreira do Oeste
Ian Costela,Morte Acidental,Sra. Juliana Silva,22193.29,Sra. Maria Sophia Cavalcante,Negado,Teixeira
