nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Eloá­ Costa,062.475.381-62,Mendonça de Viana,SE,4218190772,2022-11-13,566.85,408072.73,Isaac Borges,Ativa,Doenças Graves,4438.60,Auxílio Funeral,355.09,Diá­ria por Incapacidade,17.75,88772.07
Sr. Dante Barbosa,813.024.579-50,Cassiano,MT,7947091052,2023-01-23,313.03,381403.06,Raquel Câmara,Ativa,Auxílio Funeral,233.54,Diá­ria por Incapacidade,11.68,Doenças Graves,2919.30,58385.90
Sophie Marques,365.247.910-61,da Conceição de Goiá­s,MT,9957078956,2024-01-01,516.32,364904.30,Júlia Rezende,Cancelada,Doenças Graves,6911.23,Invalidez Permanente,13822.46,Auxílio Funeral,552.90,138224.61
Vitor Gabriel Silva,053.278.946-65,Leão,RJ,697835020,2023-05-07,999.96,97752.52,Mirella Costela,Ativa,Auxílio Funeral,216.55,Doenças Graves,2706.85,Invalidez Permanente,5413.69,54136.92
Hellena Gonçalves,410.758.236-17,Martins da Prata,DF,7733685738,2025-04-25,652.00,156817.33,Maria Nunes,Ativa,Morte Acidental,14149.35,Diá­ria por Incapacidade,10.48,Invalidez Permanente,5240.50,52405.00
Ana Sophia Silveira,687.291.345-28,Araújo,RR,7178545474,2025-02-04,790.52,411405.53,Elisa Camargo,Ativa,Diá­ria por Incapacidade,15.29,Auxílio Funeral,305.76,Morte Acidental,20638.88,76440.29
Igor Pinto,532.697.804-00,Sá­,AL,362458280,2024-02-26,133.04,88433.00,Heloísa Peixoto,Ativa,Doenças Graves,5759.02,Invalidez Permanente,11518.04,Auxílio Funeral,460.72,115180.40
Melina Guerra,785.421.630-44,da Conceição,MG,5561729739,2024-08-15,948.96,328427.79,Isabel Sales,Ativa,Morte Natural,143138.58,Auxílio Funeral,2602.52,Invalidez Permanente,65062.99,650629.91
Bento Costela,256.078.913-21,Marques de Goiá­s,RO,4505583152,2025-10-19,151.52,490964.27,Lucca Brito,Ativa,Morte Natural,11422.64,Doenças Graves,2596.06,Invalidez Permanente,5192.11,51921.11
Rafael Sousa,013.842.965-06,Cardoso,DF,4361410555,2025-10-21,817.13,289891.02,Sra. Bianca da Cunha,Ativa,Doenças Graves,7338.32,Morte Acidental,39626.92,Morte Natural,32288.60,146766.37
João Gabriel Ribeiro,530.617.948-75,Albuquerque,PI,1521063428,2025-01-26,400.84,292259.78,Sra. Alícia Caldeira,Ativa,Morte Acidental,31640.06,Diá­ria por Incapacidade,23.44,Doenças Graves,5859.27,117185.42
Maria Eduarda da Cruz,236.740.895-56,Vargas,RJ,3782739820,2024-03-13,242.84,489331.29,Léo Casa Grande,Suspensa,Auxílio Funeral,2664.23,Diá­ria por Incapacidade,133.21,Morte Natural,146532.66,666057.56
Ana Carolina Andrade,053.267.148-17,Freitas,TO,5534229849,2023-04-30,432.87,85714.83,Sra. Isabela Fogaça,Ativa,Morte Acidental,30376.51,Auxílio Funeral,450.02,Doenças Graves,5625.28,112505.58
Théo da Rosa,139.065.847-39,da Rocha Alegre,AC,8522410999,2025-04-27,585.63,30145.97,Anthony Gabriel da Cruz,Ativa,Auxílio Funeral,598.99,Morte Natural,32944.35,Morte Acidental,40431.71,149747.06
Josué Silveira,483.675.209-47,Cardoso,PI,4284079050,2025-08-18,989.98,151799.76,Isadora Barros,Cancelada,Morte Natural,30812.14,Doenças Graves,7002.76,Diá­ria por Incapacidade,28.01,140055.20
Sabrina Siqueira,670.819.425-20,Rezende de Albuquerque,ES,307783342,2024-10-24,646.76,315956.81,Alice da Cunha,Cancelada,Invalidez Permanente,18605.66,Morte Acidental,50235.28,Doenças Graves,9302.83,186056.58
Lavínia Ferreira,465.937.210-34,Marques,PE,9763913870,2025-05-07,388.61,247040.98,Agatha Alves,Ativa,Diá­ria por Incapacidade,34.38,Morte Acidental,46415.64,Auxílio Funeral,687.64,171909.78
Thomas Nascimento,820.437.591-32,Rodrigues,SC,6700862950,2023-07-14,774.55,321653.91,Sra. Clara da Luz,Cancelada,Invalidez Permanente,70990.24,Doenças Graves,35495.12,Auxílio Funeral,2839.61,709902.39
Srta. Sarah Gonçalves,152.849.706-67,Freitas,RS,9491948574,2023-05-27,444.55,257300.72,Bryan Campos,Ativa,Morte Acidental,41060.04,Auxílio Funeral,608.30,Diá­ria por Incapacidade,30.41,152074.24
Yuri Martins,571.962.830-40,Monteiro da Prata,AL,3483273186,2023-01-11,881.44,444532.42,José Miguel da Mota,Ativa,Morte Acidental,27026.01,Auxílio Funeral,400.39,Morte Natural,22021.19,100096.34
Sr. Luigi Freitas,249.813.567-73,Ribeiro,DF,7852922997,2024-01-26,925.24,308593.67,Isaque Costa,Suspensa,Doenças Graves,29690.38,Morte Acidental,160328.04,Invalidez Permanente,59380.76,593807.56
Alexia Fogaça,391.052.486-98,Porto de Souza,GO,4800733459,2024-06-26,321.85,44456.52,Diogo Sousa,Ativa,Diá­ria por Incapacidade,14.53,Morte Natural,15985.94,Doenças Graves,3633.17,72663.38
Antonella Silveira,635.827.490-29,Melo de Aparecida,AP,7429420762,2024-01-28,782.52,148922.81,Marcelo Costa,Suspensa,Diá­ria por Incapacidade,10.02,Auxílio Funeral,200.38,Morte Acidental,13525.65,50095.01
Zoe Barros,672.950.831-03,Rodrigues do Campo,PR,1253547540,2025-02-28,690.85,162191.66,Asafe Vieira,Cancelada,Morte Acidental,15695.80,Invalidez Permanente,5813.26,Doenças Graves,2906.63,58132.59
Dr. Lucas Barros,021.874.395-50,Pereira de da Luz,RN,7740799801,2024-05-07,958.45,33188.80,Oliver Nascimento,Ativa,Auxílio Funeral,3024.21,Diá­ria por Incapacidade,151.21,Morte Natural,166331.33,756051.52
Josué Barbosa,307.914.562-34,Silva Grande,MG,522434322,2025-05-16,680.39,222343.86,Srta. Aurora da Conceição,Ativa,Doenças Graves,4794.59,Morte Acidental,25890.76,Invalidez Permanente,9589.17,95891.71
Allana Moreira,678.013.295-03,Araújo,RR,2386064940,2023-04-24,171.29,444170.16,Thales Leão,Cancelada,Morte Natural,12941.99,Morte Acidental,15883.35,Invalidez Permanente,5882.72,58827.21
Maria Helena Caldeira,193.786.420-04,Vargas do Norte,TO,8231294023,2022-11-25,214.12,217498.41,Aylla Aparecida,Suspensa,Morte Acidental,46727.95,Morte Natural,38074.62,Invalidez Permanente,17306.65,173066.47
Kevin Sá­,203.751.849-88,Aragão,RR,8953354452,2023-10-15,445.37,226936.56,Liam Castro,Cancelada,Doenças Graves,3486.92,Morte Acidental,18829.38,Invalidez Permanente,6973.85,69738.46
Liz Alves,243.806.791-87,Rocha,SE,7083790021,2023-05-25,548.61,257262.39,Eduardo Gomes,Ativa,Auxílio Funeral,631.27,Doenças Graves,7890.88,Invalidez Permanente,15781.75,157817.54
Aurora da Conceição,927.306.814-69,Macedo das Pedras,PR,1189190949,2024-02-10,847.87,101556.48,Vitor Gabriel da Paz,Ativa,Doenças Graves,8048.65,Morte Natural,35414.05,Invalidez Permanente,16097.30,160972.97
Dr. Rafael Macedo,820.135.967-40,Correia do Norte,RO,605687139,2024-04-29,625.56,163405.07,Rafael Santos,Ativa,Morte Acidental,48584.15,Diá­ria por Incapacidade,35.99,Morte Natural,39587.09,179941.30
Alícia Oliveira,609.785.432-38,Monteiro de Fogaça,PA,8739740097,2023-07-09,480.44,362623.09,Srta. Beatriz Mendes,Ativa,Diá­ria por Incapacidade,134.03,Morte Natural,147434.67,Morte Acidental,180942.55,670157.60
Sarah da Costa,521.890.637-95,Camargo,AM,2504584275,2024-11-19,685.35,228674.02,Benjamin Garcia,Cancelada,Diá­ria por Incapacidade,39.25,Morte Natural,43180.10,Doenças Graves,9813.66,196273.16
Cauã Azevedo,573.826.109-77,Cavalcanti,PA,4526532103,2022-12-22,243.77,24621.29,Sara Correia,Cancelada,Diá­ria por Incapacidade,36.93,Doenças Graves,9232.69,Auxílio Funeral,738.61,184653.70
Luan da Mata,429.867.130-50,Nogueira da Praia,MS,1646938612,2025-08-27,936.05,485564.75,Pedro Henrique Fogaça,Ativa,Diá­ria por Incapacidade,123.20,Doenças Graves,30800.89,Auxílio Funeral,2464.07,616017.70
Elisa Monteiro,630.287.514-53,Fogaça de Almeida,SE,1022067334,2025-10-08,204.39,416184.51,Ana Beatriz Camargo,Ativa,Morte Natural,31197.67,Diá­ria por Incapacidade,28.36,Invalidez Permanente,14180.76,141807.61
Maria Helena Sousa,185.642.703-07,Castro,MG,2589037796,2024-08-01,452.01,282197.26,Daniel Brito,Ativa,Morte Natural,36821.44,Doenças Graves,8368.51,Morte Acidental,45189.95,167370.17
Luiz Otá­vio Alves,974.521.803-05,da Cunha,TO,957693454,2023-02-02,352.72,31911.45,Dr. Lucca da Cunha,Ativa,Auxílio Funeral,712.71,Morte Natural,39198.78,Diá­ria por Incapacidade,35.64,178176.29
Luiz Felipe Barbosa,397.645.081-20,da Conceição do Oeste,MG,2848613225,2025-03-21,594.57,186206.25,Kevin Albuquerque,Ativa,Diá­ria por Incapacidade,149.36,Auxílio Funeral,2987.19,Doenças Graves,37339.93,746798.62
Cauá¦ Pimenta,705.346.289-74,Barros do Amparo,RS,2296985737,2023-08-20,367.28,448738.90,Arthur Sales,Cancelada,Invalidez Permanente,7616.01,Auxílio Funeral,304.64,Morte Natural,16755.23,76160.14
Dra. Larissa Oliveira,567.142.980-30,da Rosa de Câmara,AL,4013889008,2024-08-28,793.57,87831.51,Juan Gonçalves,Ativa,Morte Acidental,14453.11,Auxílio Funeral,214.12,Doenças Graves,2676.50,53530.04
Henry das Neves,278.651.049-01,Macedo,SE,8235151644,2024-08-13,262.60,350480.62,Yasmin Fonseca,Ativa,Auxílio Funeral,3877.42,Doenças Graves,48467.71,Morte Acidental,261725.64,969354.21
Maria Eduarda Novais,807.136.294-87,Rios,ES,6981972742,2025-05-29,108.61,424071.26,Mariana Pinto,Ativa,Invalidez Permanente,10501.76,Auxílio Funeral,420.07,Morte Acidental,28354.76,105017.63
Maria Laura Peixoto,318.649.052-98,da Conceição da Praia,PI,2882916178,2024-02-16,212.42,373213.77,Sra. Isadora Nascimento,Suspensa,Diá­ria por Incapacidade,28.64,Auxílio Funeral,572.86,Morte Natural,31507.04,143213.81
Julia Marques,016.873.492-31,Cardoso Grande,GO,2486971424,2023-07-18,753.37,236029.16,Sra. Esther Dias,Suspensa,Morte Natural,43136.26,Diá­ria por Incapacidade,39.21,Doenças Graves,9803.70,196073.93
Rafaela Abreu,527.391.460-43,da Paz das Pedras,PA,4247781905,2022-11-11,423.55,178011.18,Sophie Cassiano,Ativa,Auxílio Funeral,474.46,Morte Natural,26095.22,Invalidez Permanente,11861.46,118614.62
Danilo Novaes,892.106.573-30,Barbosa Verde,GO,4024964749,2024-11-06,766.39,151280.45,Srta. Ana Cecília das Neves,Ativa,Diá­ria por Incapacidade,37.99,Auxílio Funeral,759.72,Invalidez Permanente,18993.08,189930.83
Ana Carolina Almeida,048.925.736-47,Nogueira,PR,9107685415,2024-12-18,766.22,132125.54,Caroline da Mota,Ativa,Morte Acidental,34566.09,Diá­ria por Incapacidade,25.60,Auxílio Funeral,512.09,128022.56
Isaque Rios,035.847.162-17,Correia de Santos,MG,2381541464,2024-01-15,254.66,71306.84,Srta. Letícia da Paz,Ativa,Morte Natural,164338.20,Diá­ria por Incapacidade,149.40,Auxílio Funeral,2987.97,746991.82
Yago da Conceição,984.170.362-96,Campos das Pedras,PR,3231971068,2024-04-29,290.84,209211.35,Srta. Gabriela Lopes,Suspensa,Diá­ria por Incapacidade,37.52,Auxílio Funeral,750.41,Morte Acidental,50652.90,187603.33
Guilherme Nascimento,689.140.537-84,da Rosa,RO,8680842094,2024-03-20,354.83,226044.41,Mariane Barbosa,Ativa,Auxílio Funeral,3467.25,Morte Acidental,234039.29,Invalidez Permanente,86681.22,866812.19
Dra. Ana Lívia Monteiro,493.602.715-43,Nogueira,BA,9686031485,2025-04-06,160.71,249923.12,Marina Casa Grande,Ativa,Morte Acidental,208591.22,Auxílio Funeral,3090.24,Doenças Graves,38628.00,772560.09
Srta. Luana Silva,835.742.160-17,Melo,GO,5972905715,2025-07-19,171.52,74220.86,Carolina Rios,Ativa,Morte Acidental,39700.77,Morte Natural,32348.78,Auxílio Funeral,588.16,147039.89
Alexandre Moraes,394.251.780-97,Costela do Norte,CE,3667304903,2023-10-17,623.56,242748.02,Arthur Gabriel Silveira,Cancelada,Morte Natural,137229.82,Auxílio Funeral,2495.09,Diá­ria por Incapacidade,124.75,623771.93
Isaque Pacheco,432.176.508-08,Novaes,ES,5355796396,2024-07-16,462.69,144478.93,Joana Garcia,Ativa,Invalidez Permanente,13743.65,Diá­ria por Incapacidade,27.49,Morte Acidental,37107.86,137436.50
Sarah Barbosa,451.093.726-16,Gomes de Oliveira,PB,3096663828,2023-05-27,354.73,157635.81,Vitáüria Camargo,Ativa,Diá­ria por Incapacidade,26.79,Morte Acidental,36168.39,Doenças Graves,6697.85,133957.01
José Miguel Macedo,389.720.514-97,Alves de Moraes,MT,7634023543,2022-12-30,465.94,101068.48,Rebeca Albuquerque,Ativa,Morte Acidental,27365.24,Invalidez Permanente,10135.28,Auxílio Funeral,405.41,101352.75
Mariah Machado,962.143.507-25,Gonçalves de da Mata,MA,6290832072,2024-08-16,874.83,134952.23,Gael Henrique Sousa,Ativa,Morte Acidental,50428.70,Morte Natural,41090.05,Doenças Graves,9338.65,186772.97
Ana Clara Guerra,720.649.813-22,Camargo,PE,347278629,2022-11-25,929.49,33909.32,ágatha Porto,Ativa,Morte Acidental,51859.87,Morte Natural,42256.19,Invalidez Permanente,19207.36,192073.60
Dante Lima,192.085.364-24,Aragão de Minas,SP,8919164418,2024-08-09,674.19,367663.02,Maria Luiza Mendes,Ativa,Morte Natural,12288.23,Invalidez Permanente,5585.56,Diá­ria por Incapacidade,11.17,55855.61
Enzo Gabriel Nunes,857.906.214-49,Cavalcante,PI,5042811111,2025-09-11,436.23,323122.65,Joaquim Abreu,Ativa,Morte Acidental,15425.10,Diá­ria por Incapacidade,11.43,Invalidez Permanente,5713.00,57129.99
Guilherme Freitas,512.849.306-70,Ramos de Martins,DF,5480272002,2023-07-28,720.86,43413.22,Melina Aragão,Cancelada,Auxílio Funeral,511.62,Morte Acidental,34534.52,Morte Natural,28139.24,127905.62
Dr. Léo Câmara,365.421.709-52,Pimenta de Borges,SP,9339973208,2024-01-25,699.33,181772.62,Alexia Moura,Ativa,Auxílio Funeral,270.47,Morte Natural,14875.75,Morte Acidental,18256.60,67617.04
Rodrigo Araújo,169.342.578-55,Albuquerque dos Dourados,PI,4487349197,2024-11-09,833.98,287118.21,Bianca Oliveira,Suspensa,Morte Acidental,52987.42,Auxílio Funeral,785.00,Doenças Graves,9812.49,196249.71
Vinicius Fernandes,194.028.735-97,Casa Grande,GO,5018618942,2024-06-06,457.01,303927.80,Davi Machado,Ativa,Auxílio Funeral,733.75,Invalidez Permanente,18343.76,Doenças Graves,9171.88,183437.59
André Aparecida,342.609.578-56,Costa do Norte,RJ,8821928989,2025-09-08,556.41,50140.79,Paulo Porto,Ativa,Invalidez Permanente,10992.43,Morte Natural,24183.35,Auxílio Funeral,439.70,109924.30
Isadora Machado,804.791.563-01,Silva,RJ,9068266299,2023-11-23,862.61,280104.52,Lucas Montenegro,Suspensa,Diá­ria por Incapacidade,15.39,Morte Natural,16924.37,Invalidez Permanente,7692.89,76928.94
Carolina Melo,961.248.537-28,Campos,CE,4104305924,2023-12-01,641.75,375528.11,Gustavo Guerra,Ativa,Auxílio Funeral,540.18,Invalidez Permanente,13504.56,Diá­ria por Incapacidade,27.01,135045.64
Brenda Barbosa,720.635.491-25,Monteiro de Siqueira,GO,577399710,2023-04-29,327.72,411272.37,Gael Carvalho,Suspensa,Morte Natural,197240.99,Auxílio Funeral,3586.20,Morte Acidental,242068.48,896549.94
Dra. Maria Flor da Costa,379.402.861-96,Aragão,RO,5207648030,2024-07-16,472.15,475333.43,Davi Pinto,Ativa,Doenças Graves,8184.34,Diá­ria por Incapacidade,32.74,Auxílio Funeral,654.75,163686.80
Ana Julia Casa Grande,075.182.349-04,Barbosa,ES,3049757618,2024-01-07,488.15,470593.36,Raul Barros,Suspensa,Invalidez Permanente,78644.93,Morte Natural,173018.84,Diá­ria por Incapacidade,157.29,786449.28
Diogo Pacheco,261.803.795-21,Mendes,GO,3068018057,2024-09-29,876.31,444360.25,Dra. Valentina Guerra,Ativa,Diá­ria por Incapacidade,13.62,Invalidez Permanente,6809.38,Doenças Graves,3404.69,68093.76
Esther Câmara,182.567.904-58,Rocha de Minas,SC,7709022311,2024-08-30,432.44,400314.05,Alice Ribeiro,Ativa,Auxílio Funeral,783.49,Morte Acidental,52885.89,Doenças Graves,9793.68,195873.67
Isis Cardoso,824.196.730-69,Alves,RR,80198910,2024-09-13,136.19,308899.77,Sr. Yan Cassiano,Cancelada,Invalidez Permanente,7164.84,Doenças Graves,3582.42,Morte Natural,15762.65,71648.43
Eduardo Peixoto,504.718.936-84,Novaes,RJ,8085034090,2024-02-20,519.31,278304.70,Ayla Duarte,Ativa,Diá­ria por Incapacidade,28.12,Auxílio Funeral,562.46,Invalidez Permanente,14061.43,140614.33
Letícia Nascimento,697.145.208-94,Nunes,PA,1152153381,2024-07-04,847.28,87370.32,Cecília Moraes,Cancelada,Auxílio Funeral,457.50,Morte Acidental,30881.57,Morte Natural,25162.76,114376.17
Heloísa Cassiano,372.450.896-47,da Mota,RJ,245330226,2024-07-12,341.88,97595.71,João Vitor Farias,Cancelada,Invalidez Permanente,12549.87,Morte Natural,27609.72,Diá­ria por Incapacidade,25.10,125498.71
Kevin Cirino,924.706.183-04,Pimenta do Galho,SC,658719013,2025-06-24,747.11,449694.56,Isabel Vargas,Ativa,Diá­ria por Incapacidade,38.79,Auxílio Funeral,775.81,Morte Acidental,52367.12,193952.29
Marcela Peixoto,782.459.306-10,Jesus do Oeste,CE,1643855458,2024-12-06,998.45,203204.16,Heloísa Pires,Cancelada,Diá­ria por Incapacidade,173.99,Invalidez Permanente,86995.16,Morte Natural,191389.34,869951.56
Dra. Ana Julia Câmara,796.150.824-49,Ribeiro,TO,2129347072,2023-11-29,876.37,401189.43,Catarina Sousa,Cancelada,Morte Natural,43064.99,Auxílio Funeral,783.00,Invalidez Permanente,19575.00,195749.95
Sr. Emanuel Garcia,162.483.950-98,Dias de Goiá­s,AP,4327127579,2024-10-27,958.49,281488.63,Maria Cecília Mendes,Suspensa,Invalidez Permanente,18466.09,Morte Acidental,49858.45,Diá­ria por Incapacidade,36.93,184660.92
Manuella Nascimento,384.250.671-62,da Rosa,PI,8419020579,2024-08-05,546.83,190360.82,Sarah da Conceição,Cancelada,Auxílio Funeral,222.13,Diá­ria por Incapacidade,11.11,Doenças Graves,2776.59,55531.85
Otto Costela,187.690.543-39,da Rocha Grande,DF,209235065,2024-05-27,652.13,253319.76,Luna da Mata,Ativa,Morte Natural,12882.71,Diá­ria por Incapacidade,11.71,Invalidez Permanente,5855.78,58557.79
Stella Silva,629.745.013-70,da Rosa,GO,2393391965,2025-09-03,290.58,336525.78,Dr. Bernardo Rodrigues,Ativa,Invalidez Permanente,16626.36,Morte Natural,36577.99,Morte Acidental,44891.16,166263.57
Théo Barbosa,912.806.547-67,Ferreira de Minas,GO,7890854351,2025-07-24,225.48,115801.45,Ana Vitáüria Cunha,Ativa,Morte Acidental,197972.98,Auxílio Funeral,2932.93,Morte Natural,161311.32,733233.25
José Pedro Fogaça,789.516.324-82,da Rosa de Costela,RN,8999375798,2023-08-10,135.17,425567.12,Guilherme Porto,Cancelada,Morte Natural,111864.83,Morte Acidental,137288.65,Auxílio Funeral,2033.91,508476.48
Stephany da Rocha,045.291.738-79,Borges,AL,7092783847,2023-03-17,451.68,109532.23,Otá­vio Freitas,Cancelada,Invalidez Permanente,12607.74,Auxílio Funeral,504.31,Morte Acidental,34040.89,126077.36
Rebeca Teixeira,135.782.069-03,Cavalcante do Sul,ES,476891716,2023-01-30,773.87,435945.40,Pietro Peixoto,Ativa,Diá­ria por Incapacidade,131.56,Auxílio Funeral,2631.10,Morte Natural,144710.64,657775.62
Marcos Vinicius Pacheco,507.231.469-34,Aragão do Amparo,AM,7440642031,2024-05-05,412.17,247212.54,Ayla Gonçalves,Ativa,Invalidez Permanente,6411.18,Diá­ria por Incapacidade,12.82,Auxílio Funeral,256.45,64111.77
Esther Carvalho,831.567.092-12,Silveira,AC,446855914,2022-11-24,540.57,281476.55,Théo da Rosa,Ativa,Diá­ria por Incapacidade,30.95,Invalidez Permanente,15473.58,Morte Acidental,41778.67,154735.80
Diogo Souza,097.486.521-49,Rodrigues,RR,6252321795,2024-12-29,584.91,388673.15,Emanuel da Mata,Cancelada,Auxílio Funeral,2473.53,Diá­ria por Incapacidade,123.68,Morte Natural,136044.42,618383.71
Dr. Levi Cavalcanti,638.915.204-33,Souza de Goiá­s,ES,7835943388,2024-09-06,846.18,12324.46,Carolina Moura,Ativa,Doenças Graves,39544.45,Auxílio Funeral,3163.56,Diá­ria por Incapacidade,158.18,790889.07
Raul Pires,624.130.857-26,da Rosa de Garcia,AC,5358301953,2023-05-08,812.75,97251.82,Srta. Isadora da Luz,Ativa,Auxílio Funeral,554.48,Doenças Graves,6931.04,Invalidez Permanente,13862.07,138620.73
Sabrina da Mota,579.261.348-64,Sá­,AP,5578094188,2025-03-23,456.84,59470.52,Apollo Melo,Ativa,Doenças Graves,3411.41,Morte Acidental,18421.63,Morte Natural,15010.22,68228.27
Pedro Miguel da Mota,785.902.643-00,Ribeiro,PE,6824218530,2024-10-07,378.02,321519.77,Dra. Nicole Cardoso,Ativa,Doenças Graves,48635.51,Auxílio Funeral,3890.84,Morte Acidental,262631.74,972710.14
Lucas Gabriel Freitas,928.641.503-60,das Neves,AM,7658973392,2024-04-26,793.05,220766.97,Raquel da Luz,Ativa,Morte Natural,16691.95,Invalidez Permanente,7587.25,Diá­ria por Incapacidade,15.17,75872.49
Dr. Liam Lopes,760.924.581-01,Montenegro,PR,2774344500,2024-03-16,375.43,139152.37,Cauã Cardoso,Ativa,Morte Acidental,21814.23,Auxílio Funeral,323.17,Doenças Graves,4039.67,80793.45
Natá­lia Correia,482.691.573-09,Silveira,BA,9676789249,2023-09-12,342.99,255210.36,Davi Lucas Pastor,Suspensa,Auxílio Funeral,3844.51,Diá­ria por Incapacidade,192.23,Morte Acidental,259504.73,961128.63
Maria Laura Gonçalves,521.860.397-02,Barros das Flores,AP,8865074130,2025-02-19,453.47,52952.67,Elisa Leão,Ativa,Morte Natural,17114.71,Diá­ria por Incapacidade,15.56,Invalidez Permanente,7779.41,77794.14
Clara Pinto,694.280.137-22,Aragão,DF,2890868606,2022-11-18,756.49,138643.44,Srta. Agatha Silveira,Ativa,Morte Natural,11273.96,Doenças Graves,2562.26,Diá­ria por Incapacidade,10.25,51245.26
Isabel Pimenta,136.095.278-03,da Cruz,PI,7957912689,2024-06-09,528.43,11682.97,Maria Alice Casa Grande,Ativa,Morte Acidental,52235.85,Doenças Graves,9673.31,Invalidez Permanente,19346.61,193466.12
Lucas Gabriel Azevedo,149.508.762-01,Ferreira dos Dourados,MT,2544099176,2023-01-27,791.14,277719.98,Olivia da Costa,Ativa,Auxílio Funeral,380.81,Diá­ria por Incapacidade,19.04,Morte Natural,20944.46,95202.10
Beatriz Cavalcante,983.057.216-12,Lopes da Prata,MS,5540421052,2025-09-14,962.83,106402.96,Sr. Nathan da Cruz,Ativa,Diá­ria por Incapacidade,27.73,Morte Acidental,37439.26,Doenças Graves,6933.20,138663.91
Raquel Mendonça,416.972.835-19,da Paz,RJ,2244291980,2025-10-11,413.32,339419.27,Davi Miguel Costela,Suspensa,Doenças Graves,9466.61,Auxílio Funeral,757.33,Morte Natural,41653.10,189332.27
Dr. Gael Henrique Machado,946.587.230-00,Sampaio,RS,3811574819,2024-01-27,881.98,352981.10,Luna Pacheco,Ativa,Invalidez Permanente,54180.41,Auxílio Funeral,2167.22,Diá­ria por Incapacidade,108.36,541804.12
Dra. Yasmin Freitas,542.318.679-09,Freitas,PR,4233080081,2023-04-08,941.42,206194.62,João Miguel Carvalho,Ativa,Morte Natural,173852.22,Morte Acidental,213364.09,Auxílio Funeral,3160.95,790237.38
Dr. Igor Duarte,468.293.017-69,da Cruz da Serra,ES,5435295726,2025-07-29,966.28,39879.91,Luara da Cruz,Suspensa,Morte Natural,37272.62,Morte Acidental,45743.67,Diá­ria por Incapacidade,33.88,169421.00
Dr. Davi Lucas Silva,605.412.389-06,Almeida,MS,4283006253,2024-03-15,316.33,213334.54,Breno da Luz,Ativa,Morte Acidental,27923.52,Morte Natural,22752.50,Auxílio Funeral,413.68,103420.44
Alexandre Costa,378.569.104-10,Castro,BA,5195159197,2023-02-07,622.44,271830.65,Sophia Rodrigues,Suspensa,Auxílio Funeral,520.19,Morte Natural,28610.25,Doenças Graves,6502.33,130046.57
Dr. Vitor Nunes,905.641.237-06,Gonçalves,TO,7503072865,2024-10-27,570.28,485452.91,Joaquim Sousa,Ativa,Diá­ria por Incapacidade,18.70,Invalidez Permanente,9348.49,Morte Natural,20566.69,93484.94
Aylla Almeida,870.396.251-21,Rodrigues,MS,1554833817,2025-09-13,925.31,437015.09,Benjamin Vieira,Cancelada,Morte Acidental,180975.31,Doenças Graves,33513.95,Invalidez Permanente,67027.89,670278.94
Gustavo Henrique Carvalho,570.182.934-05,Duarte,DF,8456502244,2024-09-19,531.43,67351.65,Jade Fernandes,Ativa,Diá­ria por Incapacidade,39.50,Doenças Graves,9874.33,Invalidez Permanente,19748.65,197486.53
Luiz Henrique Siqueira,718.432.695-46,Moraes do Campo,RO,7255232662,2024-02-13,725.86,131098.23,Bruna Martins,Ativa,Diá­ria por Incapacidade,27.07,Doenças Graves,6767.92,Morte Natural,29778.86,135358.47
Marina Montenegro,705.128.963-21,Pimenta de Ferreira,AM,2557094875,2023-11-05,361.69,430341.21,Laura Cardoso,Ativa,Doenças Graves,3875.57,Morte Acidental,20928.10,Auxílio Funeral,310.05,77511.48
Erick Rodrigues,807.469.125-01,Dias do Galho,AM,1502204093,2023-01-21,868.67,65920.18,Eloá­ Farias,Ativa,Morte Natural,41563.21,Auxílio Funeral,755.69,Morte Acidental,51009.39,188923.67
Aurora Sá­,561.940.723-34,Costa,SP,8338594186,2024-11-20,457.93,34654.77,Sophia Casa Grande,Ativa,Diá­ria por Incapacidade,16.14,Auxílio Funeral,322.88,Doenças Graves,4035.99,80719.71
Gabrielly Pimenta,217.043.958-79,Barbosa,AP,2758357537,2025-06-02,216.89,66823.79,André Ferreira,Ativa,Auxílio Funeral,480.76,Morte Natural,26441.73,Invalidez Permanente,12018.97,120189.66
Maria Clara Lopes,015.972.634-43,Cavalcante,CE,304068022,2024-05-30,286.22,478632.90,Gustavo Gonçalves,Ativa,Morte Natural,213668.11,Auxílio Funeral,3884.87,Morte Acidental,262229.04,971218.67
Sra. Mariane Casa Grande,091.834.527-88,Marques Paulista,BA,5828121717,2023-07-20,167.72,159685.59,João Gabriel Almeida,Ativa,Auxílio Funeral,371.09,Morte Acidental,25048.33,Invalidez Permanente,9277.16,92771.59
Yan Peixoto,675.914.380-93,da Cunha,PE,4037714031,2024-10-09,676.50,27850.84,Lorena da Luz,Cancelada,Invalidez Permanente,6092.15,Morte Natural,13402.72,Morte Acidental,16448.79,60921.46
Agatha Nogueira,368.517.492-46,Mendes,GO,8258539773,2025-07-10,600.84,259083.64,Sr. Bryan Guerra,Suspensa,Invalidez Permanente,16462.36,Doenças Graves,8231.18,Morte Natural,36217.19,164623.57
